"","person","item","poly","dich","description","anger","male","do","other","scold","shout"
"6468",270,12,0,0,"do operator shout",18,0,0,0,0,1
"6469",270,13,1,1,"want bus curse",18,0,1,1,0,0
"6470",270,14,0,0,"want bus scold",18,0,1,1,1,0
"6471",270,15,0,0,"want bus shout",18,0,1,1,0,1
"6472",270,16,0,0,"want train curse",18,0,1,1,0,0
"6473",270,17,0,0,"want train scold",18,0,1,1,1,0
"6474",270,18,0,0,"want train shout",18,0,1,1,0,1
"6475",270,19,1,1,"want store curse",18,0,1,0,0,0
"6476",270,20,0,0,"want store scold",18,0,1,0,1,0
"6477",270,21,0,0,"want store shout",18,0,1,0,0,1
"6478",270,22,0,0,"want operator curse",18,0,1,0,0,0
"6479",270,23,0,0,"want operator scold",18,0,1,0,1,0
"6480",270,24,0,0,"want operator shout",18,0,1,0,0,1
"6481",271,1,2,1,"do bus curse",19,0,0,1,0,0
"6482",271,2,0,0,"do bus scold",19,0,0,1,1,0
"6483",271,3,0,0,"do bus shout",19,0,0,1,0,1
"6484",271,4,2,1,"do train curse",19,0,0,1,0,0
"6485",271,5,1,1,"do train scold",19,0,0,1,1,0
"6486",271,6,0,0,"do train shout",19,0,0,1,0,1
"6487",271,7,1,1,"do store curse",19,0,0,0,0,0
"6488",271,8,1,1,"do store scold",19,0,0,0,1,0
"6489",271,9,0,0,"do store shout",19,0,0,0,0,1
"6490",271,10,2,1,"do operator curse",19,0,0,0,0,0
"6491",271,11,2,1,"do operator scold",19,0,0,0,1,0
"6492",271,12,0,0,"do operator shout",19,0,0,0,0,1
"6493",271,13,1,1,"want bus curse",19,0,1,1,0,0
"6494",271,14,1,1,"want bus scold",19,0,1,1,1,0
"6495",271,15,0,0,"want bus shout",19,0,1,1,0,1
"6496",271,16,1,1,"want train curse",19,0,1,1,0,0
"6497",271,17,1,1,"want train scold",19,0,1,1,1,0
"6498",271,18,0,0,"want train shout",19,0,1,1,0,1
"6499",271,19,1,1,"want store curse",19,0,1,0,0,0
"6500",271,20,1,1,"want store scold",19,0,1,0,1,0
"6501",271,21,0,0,"want store shout",19,0,1,0,0,1
"6502",271,22,2,1,"want operator curse",19,0,1,0,0,0
"6503",271,23,2,1,"want operator scold",19,0,1,0,1,0
"6504",271,24,0,0,"want operator shout",19,0,1,0,0,1
"6505",272,1,2,1,"do bus curse",25,0,0,1,0,0
"6506",272,2,2,1,"do bus scold",25,0,0,1,1,0
"6507",272,3,2,1,"do bus shout",25,0,0,1,0,1
"6508",272,4,2,1,"do train curse",25,0,0,1,0,0
"6509",272,5,2,1,"do train scold",25,0,0,1,1,0
"6510",272,6,2,1,"do train shout",25,0,0,1,0,1
"6511",272,7,2,1,"do store curse",25,0,0,0,0,0
"6512",272,8,2,1,"do store scold",25,0,0,0,1,0
"6513",272,9,1,1,"do store shout",25,0,0,0,0,1
"6514",272,10,2,1,"do operator curse",25,0,0,0,0,0
"6515",272,11,2,1,"do operator scold",25,0,0,0,1,0
"6516",272,12,2,1,"do operator shout",25,0,0,0,0,1
"6517",272,13,1,1,"want bus curse",25,0,1,1,0,0
"6518",272,14,1,1,"want bus scold",25,0,1,1,1,0
"6519",272,15,1,1,"want bus shout",25,0,1,1,0,1
"6520",272,16,1,1,"want train curse",25,0,1,1,0,0
"6521",272,17,1,1,"want train scold",25,0,1,1,1,0
"6522",272,18,0,0,"want train shout",25,0,1,1,0,1
"6523",272,19,2,1,"want store curse",25,0,1,0,0,0
"6524",272,20,1,1,"want store scold",25,0,1,0,1,0
"6525",272,21,0,0,"want store shout",25,0,1,0,0,1
"6526",272,22,1,1,"want operator curse",25,0,1,0,0,0
"6527",272,23,0,0,"want operator scold",25,0,1,0,1,0
"6528",272,24,0,0,"want operator shout",25,0,1,0,0,1
"6529",273,1,2,1,"do bus curse",20,1,0,1,0,0
"6530",273,2,2,1,"do bus scold",20,1,0,1,1,0
"6531",273,3,2,1,"do bus shout",20,1,0,1,0,1
"6532",273,4,1,1,"do train curse",20,1,0,1,0,0
"6533",273,5,2,1,"do train scold",20,1,0,1,1,0
"6534",273,6,2,1,"do train shout",20,1,0,1,0,1
"6535",273,7,0,0,"do store curse",20,1,0,0,0,0
"6536",273,8,2,1,"do store scold",20,1,0,0,1,0
"6537",273,9,0,0,"do store shout",20,1,0,0,0,1
"6538",273,10,1,1,"do operator curse",20,1,0,0,0,0
"6539",273,11,1,1,"do operator scold",20,1,0,0,1,0
"6540",273,12,1,1,"do operator shout",20,1,0,0,0,1
"6541",273,13,2,1,"want bus curse",20,1,1,1,0,0
"6542",273,14,2,1,"want bus scold",20,1,1,1,1,0
"6543",273,15,0,0,"want bus shout",20,1,1,1,0,1
"6544",273,16,1,1,"want train curse",20,1,1,1,0,0
"6545",273,17,1,1,"want train scold",20,1,1,1,1,0
"6546",273,18,0,0,"want train shout",20,1,1,1,0,1
"6547",273,19,0,0,"want store curse",20,1,1,0,0,0
"6548",273,20,0,0,"want store scold",20,1,1,0,1,0
"6549",273,21,0,0,"want store shout",20,1,1,0,0,1
"6550",273,22,1,1,"want operator curse",20,1,1,0,0,0
"6551",273,23,1,1,"want operator scold",20,1,1,0,1,0
"6552",273,24,0,0,"want operator shout",20,1,1,0,0,1
"6553",274,1,2,1,"do bus curse",26,0,0,1,0,0
"6554",274,2,2,1,"do bus scold",26,0,0,1,1,0
"6555",274,3,0,0,"do bus shout",26,0,0,1,0,1
"6556",274,4,2,1,"do train curse",26,0,0,1,0,0
"6557",274,5,2,1,"do train scold",26,0,0,1,1,0
"6558",274,6,0,0,"do train shout",26,0,0,1,0,1
"6559",274,7,2,1,"do store curse",26,0,0,0,0,0
"6560",274,8,1,1,"do store scold",26,0,0,0,1,0
"6561",274,9,0,0,"do store shout",26,0,0,0,0,1
"6562",274,10,2,1,"do operator curse",26,0,0,0,0,0
"6563",274,11,0,0,"do operator scold",26,0,0,0,1,0
"6564",274,12,0,0,"do operator shout",26,0,0,0,0,1
"6565",274,13,2,1,"want bus curse",26,0,1,1,0,0
"6566",274,14,2,1,"want bus scold",26,0,1,1,1,0
"6567",274,15,0,0,"want bus shout",26,0,1,1,0,1
"6568",274,16,2,1,"want train curse",26,0,1,1,0,0
"6569",274,17,1,1,"want train scold",26,0,1,1,1,0
"6570",274,18,0,0,"want train shout",26,0,1,1,0,1
"6571",274,19,2,1,"want store curse",26,0,1,0,0,0
"6572",274,20,1,1,"want store scold",26,0,1,0,1,0
"6573",274,21,0,0,"want store shout",26,0,1,0,0,1
"6574",274,22,2,1,"want operator curse",26,0,1,0,0,0
"6575",274,23,0,0,"want operator scold",26,0,1,0,1,0
"6576",274,24,0,0,"want operator shout",26,0,1,0,0,1
"6577",275,1,2,1,"do bus curse",21,0,0,1,0,0
"6578",275,2,2,1,"do bus scold",21,0,0,1,1,0
"6579",275,3,2,1,"do bus shout",21,0,0,1,0,1
"6580",275,4,2,1,"do train curse",21,0,0,1,0,0
"6581",275,5,1,1,"do train scold",21,0,0,1,1,0
"6582",275,6,1,1,"do train shout",21,0,0,1,0,1
"6583",275,7,1,1,"do store curse",21,0,0,0,0,0
"6584",275,8,1,1,"do store scold",21,0,0,0,1,0
"6585",275,9,0,0,"do store shout",21,0,0,0,0,1
"6586",275,10,2,1,"do operator curse",21,0,0,0,0,0
"6587",275,11,0,0,"do operator scold",21,0,0,0,1,0
"6588",275,12,0,0,"do operator shout",21,0,0,0,0,1
"6589",275,13,1,1,"want bus curse",21,0,1,1,0,0
"6590",275,14,1,1,"want bus scold",21,0,1,1,1,0
"6591",275,15,0,0,"want bus shout",21,0,1,1,0,1
"6592",275,16,1,1,"want train curse",21,0,1,1,0,0
"6593",275,17,1,1,"want train scold",21,0,1,1,1,0
"6594",275,18,0,0,"want train shout",21,0,1,1,0,1
"6595",275,19,1,1,"want store curse",21,0,1,0,0,0
"6596",275,20,1,1,"want store scold",21,0,1,0,1,0
"6597",275,21,0,0,"want store shout",21,0,1,0,0,1
"6598",275,22,1,1,"want operator curse",21,0,1,0,0,0
"6599",275,23,0,0,"want operator scold",21,0,1,0,1,0
"6600",275,24,0,0,"want operator shout",21,0,1,0,0,1
"6601",276,1,2,1,"do bus curse",15,0,0,1,0,0
"6602",276,2,0,0,"do bus scold",15,0,0,1,1,0
"6603",276,3,0,0,"do bus shout",15,0,0,1,0,1
"6604",276,4,2,1,"do train curse",15,0,0,1,0,0
"6605",276,5,0,0,"do train scold",15,0,0,1,1,0
"6606",276,6,0,0,"do train shout",15,0,0,1,0,1
"6607",276,7,1,1,"do store curse",15,0,0,0,0,0
"6608",276,8,0,0,"do store scold",15,0,0,0,1,0
"6609",276,9,0,0,"do store shout",15,0,0,0,0,1
"6610",276,10,2,1,"do operator curse",15,0,0,0,0,0
"6611",276,11,0,0,"do operator scold",15,0,0,0,1,0
"6612",276,12,0,0,"do operator shout",15,0,0,0,0,1
"6613",276,13,1,1,"want bus curse",15,0,1,1,0,0
"6614",276,14,0,0,"want bus scold",15,0,1,1,1,0
"6615",276,15,0,0,"want bus shout",15,0,1,1,0,1
"6616",276,16,2,1,"want train curse",15,0,1,1,0,0
"6617",276,17,0,0,"want train scold",15,0,1,1,1,0
"6618",276,18,0,0,"want train shout",15,0,1,1,0,1
"6619",276,19,1,1,"want store curse",15,0,1,0,0,0
"6620",276,20,0,0,"want store scold",15,0,1,0,1,0
"6621",276,21,0,0,"want store shout",15,0,1,0,0,1
"6622",276,22,1,1,"want operator curse",15,0,1,0,0,0
"6623",276,23,0,0,"want operator scold",15,0,1,0,1,0
"6624",276,24,0,0,"want operator shout",15,0,1,0,0,1
"6625",277,1,0,0,"do bus curse",18,0,0,1,0,0
"6626",277,2,1,1,"do bus scold",18,0,0,1,1,0
"6627",277,3,1,1,"do bus shout",18,0,0,1,0,1
"6628",277,4,1,1,"do train curse",18,0,0,1,0,0
"6629",277,5,2,1,"do train scold",18,0,0,1,1,0
"6630",277,6,2,1,"do train shout",18,0,0,1,0,1
"6631",277,7,0,0,"do store curse",18,0,0,0,0,0
"6632",277,8,0,0,"do store scold",18,0,0,0,1,0
"6633",277,9,0,0,"do store shout",18,0,0,0,0,1
"6634",277,10,1,1,"do operator curse",18,0,0,0,0,0
"6635",277,11,1,1,"do operator scold",18,0,0,0,1,0
"6636",277,12,1,1,"do operator shout",18,0,0,0,0,1
"6637",277,13,0,0,"want bus curse",18,0,1,1,0,0
"6638",277,14,0,0,"want bus scold",18,0,1,1,1,0
"6639",277,15,0,0,"want bus shout",18,0,1,1,0,1
"6640",277,16,0,0,"want train curse",18,0,1,1,0,0
"6641",277,17,0,0,"want train scold",18,0,1,1,1,0
"6642",277,18,0,0,"want train shout",18,0,1,1,0,1
"6643",277,19,0,0,"want store curse",18,0,1,0,0,0
"6644",277,20,0,0,"want store scold",18,0,1,0,1,0
"6645",277,21,0,0,"want store shout",18,0,1,0,0,1
"6646",277,22,0,0,"want operator curse",18,0,1,0,0,0
"6647",277,23,0,0,"want operator scold",18,0,1,0,1,0
"6648",277,24,0,0,"want operator shout",18,0,1,0,0,1
"6649",278,1,1,1,"do bus curse",21,0,0,1,0,0
"6650",278,2,1,1,"do bus scold",21,0,0,1,1,0
"6651",278,3,0,0,"do bus shout",21,0,0,1,0,1
"6652",278,4,1,1,"do train curse",21,0,0,1,0,0
"6653",278,5,0,0,"do train scold",21,0,0,1,1,0
"6654",278,6,0,0,"do train shout",21,0,0,1,0,1
"6655",278,7,2,1,"do store curse",21,0,0,0,0,0
"6656",278,8,1,1,"do store scold",21,0,0,0,1,0
"6657",278,9,1,1,"do store shout",21,0,0,0,0,1
"6658",278,10,2,1,"do operator curse",21,0,0,0,0,0
"6659",278,11,0,0,"do operator scold",21,0,0,0,1,0
"6660",278,12,0,0,"do operator shout",21,0,0,0,0,1
"6661",278,13,1,1,"want bus curse",21,0,1,1,0,0
"6662",278,14,0,0,"want bus scold",21,0,1,1,1,0
"6663",278,15,0,0,"want bus shout",21,0,1,1,0,1
"6664",278,16,0,0,"want train curse",21,0,1,1,0,0
"6665",278,17,0,0,"want train scold",21,0,1,1,1,0
"6666",278,18,0,0,"want train shout",21,0,1,1,0,1
"6667",278,19,1,1,"want store curse",21,0,1,0,0,0
"6668",278,20,1,1,"want store scold",21,0,1,0,1,0
"6669",278,21,0,0,"want store shout",21,0,1,0,0,1
"6670",278,22,0,0,"want operator curse",21,0,1,0,0,0
"6671",278,23,0,0,"want operator scold",21,0,1,0,1,0
"6672",278,24,0,0,"want operator shout",21,0,1,0,0,1
"6673",279,1,0,0,"do bus curse",17,0,0,1,0,0
"6674",279,2,0,0,"do bus scold",17,0,0,1,1,0
"6675",279,3,0,0,"do bus shout",17,0,0,1,0,1
"6676",279,4,2,1,"do train curse",17,0,0,1,0,0
"6677",279,5,2,1,"do train scold",17,0,0,1,1,0
"6678",279,6,2,1,"do train shout",17,0,0,1,0,1
"6679",279,7,0,0,"do store curse",17,0,0,0,0,0
"6680",279,8,0,0,"do store scold",17,0,0,0,1,0
"6681",279,9,0,0,"do store shout",17,0,0,0,0,1
"6682",279,10,0,0,"do operator curse",17,0,0,0,0,0
"6683",279,11,0,0,"do operator scold",17,0,0,0,1,0
"6684",279,12,0,0,"do operator shout",17,0,0,0,0,1
"6685",279,13,0,0,"want bus curse",17,0,1,1,0,0
"6686",279,14,0,0,"want bus scold",17,0,1,1,1,0
"6687",279,15,0,0,"want bus shout",17,0,1,1,0,1
"6688",279,16,0,0,"want train curse",17,0,1,1,0,0
"6689",279,17,0,0,"want train scold",17,0,1,1,1,0
"6690",279,18,0,0,"want train shout",17,0,1,1,0,1
"6691",279,19,0,0,"want store curse",17,0,1,0,0,0
"6692",279,20,0,0,"want store scold",17,0,1,0,1,0
"6693",279,21,0,0,"want store shout",17,0,1,0,0,1
"6694",279,22,0,0,"want operator curse",17,0,1,0,0,0
"6695",279,23,0,0,"want operator scold",17,0,1,0,1,0
"6696",279,24,0,0,"want operator shout",17,0,1,0,0,1
"6697",280,1,0,0,"do bus curse",15,0,0,1,0,0
"6698",280,2,0,0,"do bus scold",15,0,0,1,1,0
"6699",280,3,0,0,"do bus shout",15,0,0,1,0,1
"6700",280,4,0,0,"do train curse",15,0,0,1,0,0
"6701",280,5,0,0,"do train scold",15,0,0,1,1,0
"6702",280,6,0,0,"do train shout",15,0,0,1,0,1
"6703",280,7,1,1,"do store curse",15,0,0,0,0,0
"6704",280,8,2,1,"do store scold",15,0,0,0,1,0
"6705",280,9,0,0,"do store shout",15,0,0,0,0,1
"6706",280,10,0,0,"do operator curse",15,0,0,0,0,0
"6707",280,11,0,0,"do operator scold",15,0,0,0,1,0
"6708",280,12,0,0,"do operator shout",15,0,0,0,0,1
"6709",280,13,1,1,"want bus curse",15,0,1,1,0,0
"6710",280,14,2,1,"want bus scold",15,0,1,1,1,0
"6711",280,15,0,0,"want bus shout",15,0,1,1,0,1
"6712",280,16,1,1,"want train curse",15,0,1,1,0,0
"6713",280,17,0,0,"want train scold",15,0,1,1,1,0
"6714",280,18,0,0,"want train shout",15,0,1,1,0,1
"6715",280,19,0,0,"want store curse",15,0,1,0,0,0
"6716",280,20,0,0,"want store scold",15,0,1,0,1,0
"6717",280,21,0,0,"want store shout",15,0,1,0,0,1
"6718",280,22,0,0,"want operator curse",15,0,1,0,0,0
"6719",280,23,2,1,"want operator scold",15,0,1,0,1,0
"6720",280,24,0,0,"want operator shout",15,0,1,0,0,1
"6721",281,1,2,1,"do bus curse",22,0,0,1,0,0
"6722",281,2,2,1,"do bus scold",22,0,0,1,1,0
"6723",281,3,1,1,"do bus shout",22,0,0,1,0,1
"6724",281,4,2,1,"do train curse",22,0,0,1,0,0
"6725",281,5,2,1,"do train scold",22,0,0,1,1,0
"6726",281,6,1,1,"do train shout",22,0,0,1,0,1
"6727",281,7,2,1,"do store curse",22,0,0,0,0,0
"6728",281,8,2,1,"do store scold",22,0,0,0,1,0
"6729",281,9,0,0,"do store shout",22,0,0,0,0,1
"6730",281,10,2,1,"do operator curse",22,0,0,0,0,0
"6731",281,11,2,1,"do operator scold",22,0,0,0,1,0
"6732",281,12,2,1,"do operator shout",22,0,0,0,0,1
"6733",281,13,2,1,"want bus curse",22,0,1,1,0,0
"6734",281,14,2,1,"want bus scold",22,0,1,1,1,0
"6735",281,15,0,0,"want bus shout",22,0,1,1,0,1
"6736",281,16,2,1,"want train curse",22,0,1,1,0,0
"6737",281,17,1,1,"want train scold",22,0,1,1,1,0
"6738",281,18,0,0,"want train shout",22,0,1,1,0,1
"6739",281,19,1,1,"want store curse",22,0,1,0,0,0
"6740",281,20,1,1,"want store scold",22,0,1,0,1,0
"6741",281,21,0,0,"want store shout",22,0,1,0,0,1
"6742",281,22,2,1,"want operator curse",22,0,1,0,0,0
"6743",281,23,0,0,"want operator scold",22,0,1,0,1,0
"6744",281,24,0,0,"want operator shout",22,0,1,0,0,1
"6745",282,1,2,1,"do bus curse",19,1,0,1,0,0
"6746",282,2,1,1,"do bus scold",19,1,0,1,1,0
"6747",282,3,0,0,"do bus shout",19,1,0,1,0,1
"6748",282,4,1,1,"do train curse",19,1,0,1,0,0
"6749",282,5,0,0,"do train scold",19,1,0,1,1,0
"6750",282,6,0,0,"do train shout",19,1,0,1,0,1
"6751",282,7,1,1,"do store curse",19,1,0,0,0,0
"6752",282,8,1,1,"do store scold",19,1,0,0,1,0
"6753",282,9,0,0,"do store shout",19,1,0,0,0,1
"6754",282,10,1,1,"do operator curse",19,1,0,0,0,0
"6755",282,11,0,0,"do operator scold",19,1,0,0,1,0
"6756",282,12,0,0,"do operator shout",19,1,0,0,0,1
"6757",282,13,1,1,"want bus curse",19,1,1,1,0,0
"6758",282,14,1,1,"want bus scold",19,1,1,1,1,0
"6759",282,15,0,0,"want bus shout",19,1,1,1,0,1
"6760",282,16,0,0,"want train curse",19,1,1,1,0,0
"6761",282,17,0,0,"want train scold",19,1,1,1,1,0
"6762",282,18,0,0,"want train shout",19,1,1,1,0,1
"6763",282,19,1,1,"want store curse",19,1,1,0,0,0
"6764",282,20,0,0,"want store scold",19,1,1,0,1,0
"6765",282,21,0,0,"want store shout",19,1,1,0,0,1
"6766",282,22,0,0,"want operator curse",19,1,1,0,0,0
"6767",282,23,0,0,"want operator scold",19,1,1,0,1,0
"6768",282,24,0,0,"want operator shout",19,1,1,0,0,1
"6769",283,1,1,1,"do bus curse",19,1,0,1,0,0
"6770",283,2,1,1,"do bus scold",19,1,0,1,1,0
"6771",283,3,0,0,"do bus shout",19,1,0,1,0,1
"6772",283,4,1,1,"do train curse",19,1,0,1,0,0
"6773",283,5,1,1,"do train scold",19,1,0,1,1,0
"6774",283,6,0,0,"do train shout",19,1,0,1,0,1
"6775",283,7,1,1,"do store curse",19,1,0,0,0,0
"6776",283,8,1,1,"do store scold",19,1,0,0,1,0
"6777",283,9,0,0,"do store shout",19,1,0,0,0,1
"6778",283,10,0,0,"do operator curse",19,1,0,0,0,0
"6779",283,11,0,0,"do operator scold",19,1,0,0,1,0
"6780",283,12,0,0,"do operator shout",19,1,0,0,0,1
"6781",283,13,0,0,"want bus curse",19,1,1,1,0,0
"6782",283,14,0,0,"want bus scold",19,1,1,1,1,0
"6783",283,15,0,0,"want bus shout",19,1,1,1,0,1
"6784",283,16,0,0,"want train curse",19,1,1,1,0,0
"6785",283,17,0,0,"want train scold",19,1,1,1,1,0
"6786",283,18,0,0,"want train shout",19,1,1,1,0,1
"6787",283,19,1,1,"want store curse",19,1,1,0,0,0
"6788",283,20,1,1,"want store scold",19,1,1,0,1,0
"6789",283,21,0,0,"want store shout",19,1,1,0,0,1
"6790",283,22,0,0,"want operator curse",19,1,1,0,0,0
"6791",283,23,0,0,"want operator scold",19,1,1,0,1,0
"6792",283,24,0,0,"want operator shout",19,1,1,0,0,1
"6793",284,1,1,1,"do bus curse",18,0,0,1,0,0
"6794",284,2,1,1,"do bus scold",18,0,0,1,1,0
"6795",284,3,1,1,"do bus shout",18,0,0,1,0,1
"6796",284,4,2,1,"do train curse",18,0,0,1,0,0
"6797",284,5,2,1,"do train scold",18,0,0,1,1,0
"6798",284,6,2,1,"do train shout",18,0,0,1,0,1
"6799",284,7,1,1,"do store curse",18,0,0,0,0,0
"6800",284,8,1,1,"do store scold",18,0,0,0,1,0
"6801",284,9,0,0,"do store shout",18,0,0,0,0,1
"6802",284,10,2,1,"do operator curse",18,0,0,0,0,0
"6803",284,11,2,1,"do operator scold",18,0,0,0,1,0
"6804",284,12,2,1,"do operator shout",18,0,0,0,0,1
"6805",284,13,1,1,"want bus curse",18,0,1,1,0,0
"6806",284,14,1,1,"want bus scold",18,0,1,1,1,0
"6807",284,15,0,0,"want bus shout",18,0,1,1,0,1
"6808",284,16,2,1,"want train curse",18,0,1,1,0,0
"6809",284,17,2,1,"want train scold",18,0,1,1,1,0
"6810",284,18,0,0,"want train shout",18,0,1,1,0,1
"6811",284,19,0,0,"want store curse",18,0,1,0,0,0
"6812",284,20,0,0,"want store scold",18,0,1,0,1,0
"6813",284,21,0,0,"want store shout",18,0,1,0,0,1
"6814",284,22,1,1,"want operator curse",18,0,1,0,0,0
"6815",284,23,1,1,"want operator scold",18,0,1,0,1,0
"6816",284,24,0,0,"want operator shout",18,0,1,0,0,1
"6817",285,1,1,1,"do bus curse",18,0,0,1,0,0
"6818",285,2,2,1,"do bus scold",18,0,0,1,1,0
"6819",285,3,2,1,"do bus shout",18,0,0,1,0,1
"6820",285,4,2,1,"do train curse",18,0,0,1,0,0
"6821",285,5,2,1,"do train scold",18,0,0,1,1,0
"6822",285,6,0,0,"do train shout",18,0,0,1,0,1
"6823",285,7,2,1,"do store curse",18,0,0,0,0,0
"6824",285,8,1,1,"do store scold",18,0,0,0,1,0
"6825",285,9,1,1,"do store shout",18,0,0,0,0,1
"6826",285,10,2,1,"do operator curse",18,0,0,0,0,0
"6827",285,11,2,1,"do operator scold",18,0,0,0,1,0
"6828",285,12,0,0,"do operator shout",18,0,0,0,0,1
"6829",285,13,0,0,"want bus curse",18,0,1,1,0,0
"6830",285,14,1,1,"want bus scold",18,0,1,1,1,0
"6831",285,15,0,0,"want bus shout",18,0,1,1,0,1
"6832",285,16,2,1,"want train curse",18,0,1,1,0,0
"6833",285,17,2,1,"want train scold",18,0,1,1,1,0
"6834",285,18,0,0,"want train shout",18,0,1,1,0,1
"6835",285,19,1,1,"want store curse",18,0,1,0,0,0
"6836",285,20,2,1,"want store scold",18,0,1,0,1,0
"6837",285,21,0,0,"want store shout",18,0,1,0,0,1
"6838",285,22,0,0,"want operator curse",18,0,1,0,0,0
"6839",285,23,2,1,"want operator scold",18,0,1,0,1,0
"6840",285,24,0,0,"want operator shout",18,0,1,0,0,1
"6841",286,1,0,0,"do bus curse",16,1,0,1,0,0
"6842",286,2,2,1,"do bus scold",16,1,0,1,1,0
"6843",286,3,1,1,"do bus shout",16,1,0,1,0,1
"6844",286,4,2,1,"do train curse",16,1,0,1,0,0
"6845",286,5,2,1,"do train scold",16,1,0,1,1,0
"6846",286,6,0,0,"do train shout",16,1,0,1,0,1
"6847",286,7,0,0,"do store curse",16,1,0,0,0,0
"6848",286,8,0,0,"do store scold",16,1,0,0,1,0
"6849",286,9,0,0,"do store shout",16,1,0,0,0,1
"6850",286,10,2,1,"do operator curse",16,1,0,0,0,0
"6851",286,11,1,1,"do operator scold",16,1,0,0,1,0
"6852",286,12,0,0,"do operator shout",16,1,0,0,0,1
"6853",286,13,2,1,"want bus curse",16,1,1,1,0,0
"6854",286,14,2,1,"want bus scold",16,1,1,1,1,0
"6855",286,15,1,1,"want bus shout",16,1,1,1,0,1
"6856",286,16,2,1,"want train curse",16,1,1,1,0,0
"6857",286,17,2,1,"want train scold",16,1,1,1,1,0
"6858",286,18,0,0,"want train shout",16,1,1,1,0,1
"6859",286,19,0,0,"want store curse",16,1,1,0,0,0
"6860",286,20,1,1,"want store scold",16,1,1,0,1,0
"6861",286,21,0,0,"want store shout",16,1,1,0,0,1
"6862",286,22,1,1,"want operator curse",16,1,1,0,0,0
"6863",286,23,1,1,"want operator scold",16,1,1,0,1,0
"6864",286,24,0,0,"want operator shout",16,1,1,0,0,1
"6865",287,1,2,1,"do bus curse",22,0,0,1,0,0
"6866",287,2,1,1,"do bus scold",22,0,0,1,1,0
"6867",287,3,0,0,"do bus shout",22,0,0,1,0,1
"6868",287,4,1,1,"do train curse",22,0,0,1,0,0
"6869",287,5,1,1,"do train scold",22,0,0,1,1,0
"6870",287,6,1,1,"do train shout",22,0,0,1,0,1
"6871",287,7,1,1,"do store curse",22,0,0,0,0,0
"6872",287,8,1,1,"do store scold",22,0,0,0,1,0
"6873",287,9,0,0,"do store shout",22,0,0,0,0,1
"6874",287,10,0,0,"do operator curse",22,0,0,0,0,0
"6875",287,11,0,0,"do operator scold",22,0,0,0,1,0
"6876",287,12,0,0,"do operator shout",22,0,0,0,0,1
"6877",287,13,0,0,"want bus curse",22,0,1,1,0,0
"6878",287,14,0,0,"want bus scold",22,0,1,1,1,0
"6879",287,15,0,0,"want bus shout",22,0,1,1,0,1
"6880",287,16,0,0,"want train curse",22,0,1,1,0,0
"6881",287,17,0,0,"want train scold",22,0,1,1,1,0
"6882",287,18,0,0,"want train shout",22,0,1,1,0,1
"6883",287,19,0,0,"want store curse",22,0,1,0,0,0
"6884",287,20,0,0,"want store scold",22,0,1,0,1,0
"6885",287,21,0,0,"want store shout",22,0,1,0,0,1
"6886",287,22,0,0,"want operator curse",22,0,1,0,0,0
"6887",287,23,0,0,"want operator scold",22,0,1,0,1,0
"6888",287,24,0,0,"want operator shout",22,0,1,0,0,1
"6889",288,1,2,1,"do bus curse",19,0,0,1,0,0
"6890",288,2,0,0,"do bus scold",19,0,0,1,1,0
"6891",288,3,2,1,"do bus shout",19,0,0,1,0,1
"6892",288,4,2,1,"do train curse",19,0,0,1,0,0
"6893",288,5,2,1,"do train scold",19,0,0,1,1,0
"6894",288,6,2,1,"do train shout",19,0,0,1,0,1
"6895",288,7,2,1,"do store curse",19,0,0,0,0,0
"6896",288,8,0,0,"do store scold",19,0,0,0,1,0
"6897",288,9,1,1,"do store shout",19,0,0,0,0,1
"6898",288,10,2,1,"do operator curse",19,0,0,0,0,0
"6899",288,11,2,1,"do operator scold",19,0,0,0,1,0
"6900",288,12,2,1,"do operator shout",19,0,0,0,0,1
"6901",288,13,1,1,"want bus curse",19,0,1,1,0,0
"6902",288,14,1,1,"want bus scold",19,0,1,1,1,0
"6903",288,15,0,0,"want bus shout",19,0,1,1,0,1
"6904",288,16,0,0,"want train curse",19,0,1,1,0,0
"6905",288,17,0,0,"want train scold",19,0,1,1,1,0
"6906",288,18,0,0,"want train shout",19,0,1,1,0,1
"6907",288,19,2,1,"want store curse",19,0,1,0,0,0
"6908",288,20,0,0,"want store scold",19,0,1,0,1,0
"6909",288,21,0,0,"want store shout",19,0,1,0,0,1
"6910",288,22,2,1,"want operator curse",19,0,1,0,0,0
"6911",288,23,0,0,"want operator scold",19,0,1,0,1,0
"6912",288,24,0,0,"want operator shout",19,0,1,0,0,1
"6913",289,1,2,1,"do bus curse",25,0,0,1,0,0
"6914",289,2,2,1,"do bus scold",25,0,0,1,1,0
"6915",289,3,1,1,"do bus shout",25,0,0,1,0,1
"6916",289,4,2,1,"do train curse",25,0,0,1,0,0
"6917",289,5,2,1,"do train scold",25,0,0,1,1,0
"6918",289,6,2,1,"do train shout",25,0,0,1,0,1
"6919",289,7,2,1,"do store curse",25,0,0,0,0,0
"6920",289,8,0,0,"do store scold",25,0,0,0,1,0
"6921",289,9,1,1,"do store shout",25,0,0,0,0,1
"6922",289,10,2,1,"do operator curse",25,0,0,0,0,0
"6923",289,11,0,0,"do operator scold",25,0,0,0,1,0
"6924",289,12,0,0,"do operator shout",25,0,0,0,0,1
"6925",289,13,2,1,"want bus curse",25,0,1,1,0,0
